p,-6,-6
p,376,-6
p,377,88
p,-6,88

#U
h,0,370,30
h,0,340,30
h,0,340,0
h,0,350,0
h,0,350,20
h,0,360,20
h,0,360,0
h,0,370,0

#N
h,1,338,30
h,1,328,30
h,1,328,10
h,1,318,30
h,1,308,30
h,1,308,0
h,1,318,0
h,1,318,17
h,1,326,0
h,1,338,0

#I
h,2,296,30
h,2,286,30
h,2,286,0
h,2,296,0

#V
h,3,264,30
h,3,254,30
h,3,244,0
h,3,254,0
h,3,259,15
h,3,264,0
h,3,274,0

#E
h,4,242,30
h,4,212,30
h,4,212,21
h,4,232,21
h,4,232,18
h,4,222,18
h,4,222,12
h,4,232,12
h,4,232,9
h,4,212,9
h,4,212,0
h,4,242,0

#R
h,5,210,30
h,5,200,30
h,5,200,5
h,5,192,5
h,5,188,7
h,5,188,15
h,5,192,17
h,5,198,17
h,5,198,20
h,5,190,30
h,5,180,30
h,5,190,20
h,5,180,15
h,5,180,7
h,5,190,0
h,5,210,0

#S
h,6,178,18
h,6,158,18
h,6,158,22
h,6,178,22
h,6,178,30
h,6,148,30
h,6,148,12
h,6,168,12
h,6,168,8
h,6,148,8
h,6,148,0
h,6,178,0

#I
h,7,136,30
h,7,126,30
h,7,126,0
h,7,136,0

#T
h,8,114,10
h,8,104,10
h,8,104,30
h,8,94,30
h,8,94,10
h,8,84,10
h,8,84,0
h,8,114,0

#Ä
h,9,82,8
h,9,74,8
h,9,74,0
h,9,82,0

h,10,60,8
h,10,52,8
h,10,52,0
h,10,60,0

h,11,82,30
h,11,72,30
h,11,67,15
h,11,64,21
h,11,68,21
h,11,68,25
h,11,64,25
h,11,62,30
h,11,52,30
h,11,62,8
h,11,72,8

#T
h,12,50,10
h,12,40,10
h,12,40,30
h,12,30,30
h,12,30,10
h,12,20,10
h,12,20,0
h,12,50,0

#M
h,13,370,66
h,13,360,66
h,13,360,54
h,13,355,58
h,13,350,54
h,13,350,66
h,13,340,66
h,13,340,36
h,13,350,36
h,13,355,51
h,13,360,36
h,13,370,36

#A
h,14,338,66
h,14,328,66
h,14,323,46
h,14,321,52
h,14,324,52
h,14,325,56
h,14,320,56
h,14,318,66
h,14,308,66
h,14,318,36
h,14,328,36

#N
h,15,306,66
h,15,296,66
h,15,296,46
h,15,286,66
h,15,276,66
h,15,276,36
h,15,286,36
h,15,286,53
h,15,294,36
h,15,306,36

#N
h,16,274,66
h,16,264,66
h,16,264,46
h,16,254,66
h,16,244,66
h,16,244,36
h,16,254,36
h,16,254,53
h,16,262,36
h,16,274,36

#H
h,17,242,66
h,17,232,66
h,17,232,56
h,17,222,56
h,17,222,66
h,17,212,66
h,17,212,36
h,17,222,36
h,17,222,46
h,17,232,46
h,17,232,36
h,17,242,36

#E
h,18,210,66
h,18,178,66
h,18,178,57
h,18,198,57
h,18,198,54
h,18,188,54
h,18,188,48
h,18,198,48
h,18,198,45
h,18,178,45
h,18,178,36
h,18,210,36

#I
h,19,168,66
h,19,158,66
h,19,158,36
h,19,168,36

#M
h,20,146,66
h,20,136,66
h,20,136,54
h,20,131,58
h,20,126,54
h,20,126,66
h,20,116,66
h,20,116,36
h,20,126,36
h,20,131,51
h,20,136,36
h,20,146,36
